file_path,emotion_code,emotion_name,intensity,valence,arousal,actor
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-02-01-01-02-09.wav,2,calm,1,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-02-01-02-01-09.wav,2,calm,1,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-02-01-02-02-09.wav,2,calm,1,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-02-02-01-01-09.wav,2,calm,2,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-02-02-01-02-09.wav,2,calm,2,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-02-02-02-01-09.wav,2,calm,2,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-02-02-02-02-09.wav,2,calm,2,1,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-03-01-01-01-09.wav,3,happy,1,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-03-01-01-02-09.wav,3,happy,1,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-03-01-02-01-09.wav,3,happy,1,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-03-01-02-02-09.wav,3,happy,1,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-03-02-01-01-09.wav,3,happy,2,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-03-02-01-02-09.wav,3,happy,2,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-03-02-02-01-09.wav,3,happy,2,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-03-02-02-02-09.wav,3,happy,2,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-04-01-01-01-09.wav,4,sad,1,0,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-04-01-01-02-09.wav,4,sad,1,0,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-04-01-02-01-09.wav,4,sad,1,0,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-04-01-02-02-09.wav,4,sad,1,0,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-04-02-01-01-09.wav,4,sad,2,0,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-04-02-01-02-09.wav,4,sad,2,0,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-04-02-02-01-09.wav,4,sad,2,0,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-04-02-02-02-09.wav,4,sad,2,0,0,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-05-01-01-01-09.wav,5,angry,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-05-01-01-02-09.wav,5,angry,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-05-01-02-01-09.wav,5,angry,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-05-01-02-02-09.wav,5,angry,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-05-02-01-01-09.wav,5,angry,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-05-02-01-02-09.wav,5,angry,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-05-02-02-01-09.wav,5,angry,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-05-02-02-02-09.wav,5,angry,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-06-01-01-01-09.wav,6,fearful,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-06-01-01-02-09.wav,6,fearful,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-06-01-02-01-09.wav,6,fearful,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-06-01-02-02-09.wav,6,fearful,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-06-02-01-01-09.wav,6,fearful,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-06-02-01-02-09.wav,6,fearful,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-06-02-02-01-09.wav,6,fearful,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-06-02-02-02-09.wav,6,fearful,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-07-01-01-01-09.wav,7,disgust,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-07-01-01-02-09.wav,7,disgust,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-07-01-02-01-09.wav,7,disgust,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-07-01-02-02-09.wav,7,disgust,1,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-07-02-01-01-09.wav,7,disgust,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-07-02-01-02-09.wav,7,disgust,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-07-02-02-01-09.wav,7,disgust,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-07-02-02-02-09.wav,7,disgust,2,0,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-08-01-01-01-09.wav,8,surprised,1,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-08-01-01-02-09.wav,8,surprised,1,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-08-01-02-01-09.wav,8,surprised,1,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-08-01-02-02-09.wav,8,surprised,1,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-08-02-01-01-09.wav,8,surprised,2,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-08-02-01-02-09.wav,8,surprised,2,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-08-02-02-01-09.wav,8,surprised,2,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_09\03-01-08-02-02-02-09.wav,8,surprised,2,1,1,9
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-01-01-01-01-10.wav,1,neutral,1,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-01-01-01-02-10.wav,1,neutral,1,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-01-01-02-01-10.wav,1,neutral,1,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-01-01-02-02-10.wav,1,neutral,1,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-02-01-01-01-10.wav,2,calm,1,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-02-01-01-02-10.wav,2,calm,1,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-02-01-02-01-10.wav,2,calm,1,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-02-01-02-02-10.wav,2,calm,1,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-02-02-01-01-10.wav,2,calm,2,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-02-02-01-02-10.wav,2,calm,2,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-02-02-02-01-10.wav,2,calm,2,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-02-02-02-02-10.wav,2,calm,2,1,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-03-01-01-01-10.wav,3,happy,1,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-03-01-01-02-10.wav,3,happy,1,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-03-01-02-01-10.wav,3,happy,1,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-03-01-02-02-10.wav,3,happy,1,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-03-02-01-01-10.wav,3,happy,2,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-03-02-01-02-10.wav,3,happy,2,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-03-02-02-01-10.wav,3,happy,2,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-03-02-02-02-10.wav,3,happy,2,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-04-01-01-01-10.wav,4,sad,1,0,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-04-01-01-02-10.wav,4,sad,1,0,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-04-01-02-01-10.wav,4,sad,1,0,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-04-01-02-02-10.wav,4,sad,1,0,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-04-02-01-01-10.wav,4,sad,2,0,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-04-02-01-02-10.wav,4,sad,2,0,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-04-02-02-01-10.wav,4,sad,2,0,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-04-02-02-02-10.wav,4,sad,2,0,0,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-05-01-01-01-10.wav,5,angry,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-05-01-01-02-10.wav,5,angry,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-05-01-02-01-10.wav,5,angry,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-05-01-02-02-10.wav,5,angry,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-05-02-01-01-10.wav,5,angry,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-05-02-01-02-10.wav,5,angry,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-05-02-02-01-10.wav,5,angry,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-05-02-02-02-10.wav,5,angry,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-06-01-01-01-10.wav,6,fearful,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-06-01-01-02-10.wav,6,fearful,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-06-01-02-01-10.wav,6,fearful,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-06-01-02-02-10.wav,6,fearful,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-06-02-01-01-10.wav,6,fearful,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-06-02-01-02-10.wav,6,fearful,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-06-02-02-01-10.wav,6,fearful,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-06-02-02-02-10.wav,6,fearful,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-07-01-01-01-10.wav,7,disgust,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-07-01-01-02-10.wav,7,disgust,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-07-01-02-01-10.wav,7,disgust,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-07-01-02-02-10.wav,7,disgust,1,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-07-02-01-01-10.wav,7,disgust,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-07-02-01-02-10.wav,7,disgust,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-07-02-02-01-10.wav,7,disgust,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-07-02-02-02-10.wav,7,disgust,2,0,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-08-01-01-01-10.wav,8,surprised,1,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-08-01-01-02-10.wav,8,surprised,1,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-08-01-02-01-10.wav,8,surprised,1,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-08-01-02-02-10.wav,8,surprised,1,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-08-02-01-01-10.wav,8,surprised,2,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-08-02-01-02-10.wav,8,surprised,2,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-08-02-02-01-10.wav,8,surprised,2,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_10\03-01-08-02-02-02-10.wav,8,surprised,2,1,1,10
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-01-01-01-01-11.wav,1,neutral,1,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-01-01-01-02-11.wav,1,neutral,1,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-01-01-02-01-11.wav,1,neutral,1,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-01-01-02-02-11.wav,1,neutral,1,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-02-01-01-01-11.wav,2,calm,1,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-02-01-01-02-11.wav,2,calm,1,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-02-01-02-01-11.wav,2,calm,1,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-02-01-02-02-11.wav,2,calm,1,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-02-02-01-01-11.wav,2,calm,2,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-02-02-01-02-11.wav,2,calm,2,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-02-02-02-01-11.wav,2,calm,2,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-02-02-02-02-11.wav,2,calm,2,1,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-03-01-01-01-11.wav,3,happy,1,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-03-01-01-02-11.wav,3,happy,1,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-03-01-02-01-11.wav,3,happy,1,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-03-01-02-02-11.wav,3,happy,1,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-03-02-01-01-11.wav,3,happy,2,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-03-02-01-02-11.wav,3,happy,2,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-03-02-02-01-11.wav,3,happy,2,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-03-02-02-02-11.wav,3,happy,2,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-04-01-01-01-11.wav,4,sad,1,0,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-04-01-01-02-11.wav,4,sad,1,0,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-04-01-02-01-11.wav,4,sad,1,0,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-04-01-02-02-11.wav,4,sad,1,0,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-04-02-01-01-11.wav,4,sad,2,0,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-04-02-01-02-11.wav,4,sad,2,0,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-04-02-02-01-11.wav,4,sad,2,0,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-04-02-02-02-11.wav,4,sad,2,0,0,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-05-01-01-01-11.wav,5,angry,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-05-01-01-02-11.wav,5,angry,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-05-01-02-01-11.wav,5,angry,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-05-01-02-02-11.wav,5,angry,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-05-02-01-01-11.wav,5,angry,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-05-02-01-02-11.wav,5,angry,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-05-02-02-01-11.wav,5,angry,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-05-02-02-02-11.wav,5,angry,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-06-01-01-01-11.wav,6,fearful,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-06-01-01-02-11.wav,6,fearful,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-06-01-02-01-11.wav,6,fearful,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-06-01-02-02-11.wav,6,fearful,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-06-02-01-01-11.wav,6,fearful,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-06-02-01-02-11.wav,6,fearful,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-06-02-02-01-11.wav,6,fearful,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-06-02-02-02-11.wav,6,fearful,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-07-01-01-01-11.wav,7,disgust,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-07-01-01-02-11.wav,7,disgust,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-07-01-02-01-11.wav,7,disgust,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-07-01-02-02-11.wav,7,disgust,1,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-07-02-01-01-11.wav,7,disgust,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-07-02-01-02-11.wav,7,disgust,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-07-02-02-01-11.wav,7,disgust,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-07-02-02-02-11.wav,7,disgust,2,0,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-08-01-01-01-11.wav,8,surprised,1,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-08-01-01-02-11.wav,8,surprised,1,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-08-01-02-01-11.wav,8,surprised,1,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-08-01-02-02-11.wav,8,surprised,1,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-08-02-01-01-11.wav,8,surprised,2,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-08-02-01-02-11.wav,8,surprised,2,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-08-02-02-01-11.wav,8,surprised,2,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_11\03-01-08-02-02-02-11.wav,8,surprised,2,1,1,11
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-01-01-01-01-12.wav,1,neutral,1,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-01-01-01-02-12.wav,1,neutral,1,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-01-01-02-01-12.wav,1,neutral,1,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-01-01-02-02-12.wav,1,neutral,1,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-02-01-01-01-12.wav,2,calm,1,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-02-01-01-02-12.wav,2,calm,1,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-02-01-02-01-12.wav,2,calm,1,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-02-01-02-02-12.wav,2,calm,1,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-02-02-01-01-12.wav,2,calm,2,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-02-02-01-02-12.wav,2,calm,2,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-02-02-02-01-12.wav,2,calm,2,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-02-02-02-02-12.wav,2,calm,2,1,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-03-01-01-01-12.wav,3,happy,1,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-03-01-01-02-12.wav,3,happy,1,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-03-01-02-01-12.wav,3,happy,1,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-03-01-02-02-12.wav,3,happy,1,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-03-02-01-01-12.wav,3,happy,2,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-03-02-01-02-12.wav,3,happy,2,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-03-02-02-01-12.wav,3,happy,2,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-03-02-02-02-12.wav,3,happy,2,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-04-01-01-01-12.wav,4,sad,1,0,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-04-01-01-02-12.wav,4,sad,1,0,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-04-01-02-01-12.wav,4,sad,1,0,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-04-01-02-02-12.wav,4,sad,1,0,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-04-02-01-01-12.wav,4,sad,2,0,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-04-02-01-02-12.wav,4,sad,2,0,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-04-02-02-01-12.wav,4,sad,2,0,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-04-02-02-02-12.wav,4,sad,2,0,0,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-05-01-01-01-12.wav,5,angry,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-05-01-01-02-12.wav,5,angry,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-05-01-02-01-12.wav,5,angry,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-05-01-02-02-12.wav,5,angry,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-05-02-01-01-12.wav,5,angry,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-05-02-01-02-12.wav,5,angry,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-05-02-02-01-12.wav,5,angry,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-05-02-02-02-12.wav,5,angry,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-06-01-01-01-12.wav,6,fearful,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-06-01-01-02-12.wav,6,fearful,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-06-01-02-01-12.wav,6,fearful,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-06-01-02-02-12.wav,6,fearful,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-06-02-01-01-12.wav,6,fearful,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-06-02-01-02-12.wav,6,fearful,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-06-02-02-01-12.wav,6,fearful,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-06-02-02-02-12.wav,6,fearful,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-07-01-01-01-12.wav,7,disgust,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-07-01-01-02-12.wav,7,disgust,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-07-01-02-01-12.wav,7,disgust,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-07-01-02-02-12.wav,7,disgust,1,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-07-02-01-01-12.wav,7,disgust,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-07-02-01-02-12.wav,7,disgust,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-07-02-02-01-12.wav,7,disgust,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-07-02-02-02-12.wav,7,disgust,2,0,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-08-01-01-01-12.wav,8,surprised,1,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-08-01-01-02-12.wav,8,surprised,1,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-08-01-02-01-12.wav,8,surprised,1,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-08-01-02-02-12.wav,8,surprised,1,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-08-02-01-01-12.wav,8,surprised,2,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-08-02-01-02-12.wav,8,surprised,2,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-08-02-02-01-12.wav,8,surprised,2,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_12\03-01-08-02-02-02-12.wav,8,surprised,2,1,1,12
../data/ravdess/audio_speech_actors_01-24\Actor_13\03-01-01-01-01-01-13.wav,1,neutral,1,1,0,13
../data/ravdess/audio_speech_actors_01-24\Actor_13\03-01-01-01-01-02-13.wav,1,neutral,1,1,0,13
../data/ravdess/audio_speech_actors_01-24\Actor_13\03-01-01-01-02-01-13.wav,1,neutral,1,1,0,13
../data/ravdess/audio_speech_actors_01-24\Actor_13\03-01-01-01-02-02-13.wav,1,neutral,1,1,0,13
../data/ravdess/audio_speech_actors_01-24\Actor_13\03-01-02-01-01-01-13.wav,2,calm,1,1,0,13
../data/ravdess/audio_speech_actors_01-24\Actor_13\03-01-02-01-01-02-13.wav,2,calm,1,1,0,13
../data/ravdess/audio_speech_actors_01-24\Actor_13\03-01-02-01-02-01-13.wav,2,calm,1,1,0,13
../data/ravdess/audio_speech_actors_01-24\Actor_13\03-01-02-01-02-02-13.wav,2,calm,1,1,0,13
